user,text_post,is_like
370928,78814,t
452415,78814,f
55470,78814,t
772331,78814,f
1115711,78437,f
1298656,78437,f
1522322,78437,f
153586,78437,f
167041,78437,f
209347,78437,f
226994,78437,f
28109,78437,t
284128,78437,f
307984,78437,t
314355,78437,f
339093,78437,f
389809,78437,f
420973,78437,t
72675,78437,t
7377,78437,f
94169,78437,f
982035,78437,f
1042662,78311,f
1097582,78311,f
113859,78311,f
1566194,78311,f
1713468,78311,f
276372,78311,f
299861,78311,f
375775,78311,f
633588,78311,f
742979,78311,f
94810,78311,f
94865,78311,f
986098,78311,f
1006627,77895,t
1139884,77895,f
117341,77895,t
11884,77895,t
1526956,77895,t
1528532,77895,t
1636285,77895,t
222445,77895,f
240218,77895,t
530810,77895,f
884274,77895,t
11557,77548,t
1194166,77548,t
1305497,77548,t
13799,77548,f
139102,77548,f
1422750,77548,f
149338,77548,f
1604143,77548,f
19057,77548,f
235996,77548,t
242116,77548,t
245735,77548,f
249256,77548,f
397767,77548,f
404540,77548,f
416481,77548,f
432312,77548,f
453504,77548,f
619438,77548,f
864419,77548,f
1156136,76791,f
1496985,76791,t
178519,76791,t
194340,76791,f
24825,76791,t
252442,76791,t
252970,76791,f
271500,76791,t
289661,76791,f
319118,76791,f
328060,76791,f
453815,76791,f
52606,76791,f
570816,76791,f
57418,76791,t
678962,76791,f
737356,76791,f
74902,76791,f
98116,76791,f
114579,76606,f
665371,76606,f
842812,76606,t
1096019,76282,f
1304141,76282,f
1344546,76282,f
136079,76282,f
144267,76282,f
1447050,76282,t
1589094,76282,t
160505,76282,f
1627855,76282,f
16447,76282,f
1818597,76282,t
194986,76282,f
195525,76282,f
195542,76282,t
197439,76282,f
197739,76282,f
202898,76282,f
210250,76282,f
215340,76282,f
222445,76282,f
244583,76282,f
247447,76282,f
323008,76282,f
36161,76282,f
