user,post,is_like
1341,6150,f
1435528,6150,f
158788,6150,f
1662171,6150,f
1671011,6150,f
194820,6150,f
200934,6150,t
209270,6150,f
216059,6150,f
220454,6150,f
237375,6150,t
263559,6150,f
26464,6150,f
323128,6150,f
355281,6150,t
394818,6150,f
424368,6150,f
515838,6150,f
51754,6150,f
711157,6150,f
714773,6150,f
730059,6150,t
91331,6150,f
99530,6150,f
110949,6147,t
1117297,6147,t
1221631,6147,t
1373955,6147,t
1420190,6147,t
1422181,6147,t
1438508,6147,t
1565395,6147,t
1663435,6147,t
1688108,6147,t
1781993,6147,t
17960,6147,t
197739,6147,t
201175,6147,t
235013,6147,t
25953,6147,t
27574,6147,t
293603,6147,t
305428,6147,t
33472,6147,t
406365,6147,t
455705,6147,t
514161,6147,t
529684,6147,t
539154,6147,t
62674,6147,t
672223,6147,t
730778,6147,t
73460,6147,t
838790,6147,t
8478,6147,t
9135,6147,t
925405,6147,t
93835,6147,t
975757,6147,t
104971,6146,f
1052920,6146,f
1112464,6146,f
1122862,6146,f
11370,6146,t
119165,6146,f
1432406,6146,f
143695,6146,f
17994,6146,t
203099,6146,f
235386,6146,f
249436,6146,f
251011,6146,f
251142,6146,f
252621,6146,f
266039,6146,f
281794,6146,f
330678,6146,f
331564,6146,f
348701,6146,t
351409,6146,t
363660,6146,f
387009,6146,f
463467,6146,t
561795,6146,t
712536,6146,f
869760,6146,t
87209,6146,f
8920,6146,f
937841,6146,f
958010,6146,f
1007839,6070,t
1133209,6070,f
1163385,6070,t
1212170,6070,f
122471,6070,f
1227793,6070,t
144693,6070,f
1481723,6070,t
1498477,6070,t
1550527,6070,f
1566708,6070,f
187616,6070,t
206282,6070,t
212305,6070,t
219757,6070,f
227631,6070,f
230909,6070,f
251593,6070,f
268338,6070,f
286884,6070,t
30729,6070,f
335518,6070,f
343850,6070,t
36161,6070,f
42992,6070,t
45665,6070,f
465654,6070,f
508970,6070,t
52043,6070,f
572792,6070,t
644912,6070,f
7534,6070,t
775657,6070,t
818648,6070,f
109643,6069,t
12133,6069,f
146221,6069,t
147918,6069,f
1574534,6069,t
1795834,6069,f
182573,6069,t
194530,6069,t
199013,6069,t
243534,6069,t
316316,6069,t
336102,6069,t
346659,6069,t
367031,6069,t
409673,6069,t
414785,6069,t
441370,6069,f
448666,6069,t
453871,6069,t
470742,6069,t
54808,6069,f
601715,6069,f
619438,6069,f
82569,6069,t
924711,6069,t
939370,6069,f
954296,6069,t
955220,6069,t
13462,6065,f
1392875,6065,t
1611320,6065,t
199067,6065,t
243387,6065,f
393125,6065,t
40879,6065,t
593808,6065,f
656635,6065,t
6698,6065,t
759514,6065,t
805853,6065,t
88546,6065,t
1466244,6063,t
208117,6063,f
231025,6063,f
331324,6063,f
1081253,6062,t
1096019,6062,t
1551924,6062,t
1557971,6062,f
190882,6062,t
223458,6062,t
241196,6062,f
330013,6062,t
334336,6062,t
41350,6062,f
423719,6062,t
442820,6062,t
457984,6062,f
51224,6062,f
771873,6062,t
989338,6062,f
1052920,6057,t
1053451,6057,t
106726,6057,t
1069392,6057,f
1208889,6057,f
12112,6057,t
1250812,6057,f
1659125,6057,f
179206,6057,f
194218,6057,f
199774,6057,f
201407,6057,f
223275,6057,f
23394,6057,t
275982,6057,t
28984,6057,f
312338,6057,f
316248,6057,f
316419,6057,t
321682,6057,t
342020,6057,f
351043,6057,t
372787,6057,f
382888,6057,f
441370,6057,t
445079,6057,t
596115,6057,t
655916,6057,f
779332,6057,f
910356,6057,t
109643,6056,f
197228,6056,f
230525,6056,f
236968,6056,f
275520,6056,f
308480,6056,f
359955,6056,f
364071,6056,f
378965,6056,f
386605,6056,f
427514,6056,f
541426,6056,f
1008502,4592,f
12500,4592,f
1296689,4592,f
139442,4592,t
1404765,4592,t
1598830,4592,t
1652135,4592,t
1670572,4592,t
1730494,4592,t
220198,4592,t
22682,4592,t
265039,4592,f
335565,4592,f
369308,4592,t
420001,4592,t
462374,4592,t
619895,4592,f
666109,4592,f
78681,4592,f
864166,4592,t
98295,4592,t
10675,4033,t
1153063,4033,f
1167920,4033,f
1267796,4033,t
1302616,4033,f
1350465,4033,t
139373,4033,f
161630,4033,t
1810153,4033,t
183206,4033,t
199996,4033,t
202294,4033,f
240453,4033,f
253829,4033,f
268014,4033,f
321121,4033,t
354778,4033,t
411599,4033,f
430750,4033,t
58198,4033,t
585142,4033,t
667939,4033,t
77983,4033,t
11172,4031,f
1146412,4031,t
1350877,4031,t
136617,4031,f
1449419,4031,t
159895,4031,t
169498,4031,t
177103,4031,f
20256,4031,f
487076,4031,f
757412,4031,f
881954,4031,f
117875,4029,t
1354354,4029,t
1405107,4029,t
1430241,4029,f
235883,4029,t
310027,4029,t
356484,4029,t
46903,4029,t
516058,4029,t
566787,4029,t
11053,4024,t
28109,4024,t
309817,4024,t
91256,4024,f
1168430,4019,t
1254168,4019,t
248303,4019,t
248899,4019,t
282033,4019,t
378376,4019,t
379268,4019,t
1389408,4018,t
166326,4018,t
201489,4018,t
324125,4018,t
494004,4018,t
635046,4018,t
8358,4018,t
133351,4016,t
1378725,4016,f
157540,4016,t
1606968,4016,t
169270,4016,t
1773370,4016,t
191671,4016,t
193400,4016,t
240302,4016,f
298785,4016,t
708039,4016,t
762969,4016,t
916059,4016,t
115560,4010,t
1236091,4010,f
1410324,4010,f
176724,4010,f
187006,4010,f
203899,4010,t
220479,4010,f
252081,4010,t
320709,4010,f
33219,4010,f
364410,4010,f
559725,4010,t
104310,3995,f
1046489,3995,t
1444279,3995,t
1469330,3995,f
1599864,3995,t
1667879,3995,f
170444,3995,t
191990,3995,f
20201,3995,t
216756,3995,f
230322,3995,f
269472,3995,f
327656,3995,f
334442,3995,f
346607,3995,f
348623,3995,t
349415,3995,f
353812,3995,f
387010,3995,f
404153,3995,f
414730,3995,f
435749,3995,f
455167,3995,f
45941,3995,f
583819,3995,t
655711,3995,t
691405,3995,f
83391,3995,t
837047,3995,t
848455,3995,f
872343,3995,t
981896,3995,f
98689,3995,f
108641,3993,t
1355297,3993,t
147574,3993,t
1483344,3993,t
1621563,3993,t
188039,3993,f
31696,3993,f
385447,3993,f
446042,3993,t
45322,3993,f
677683,3993,t
898871,3993,f
1031329,3985,t
129675,3985,t
133942,3985,t
1375044,3985,t
1551715,3985,t
15974,3985,t
195406,3985,t
215330,3985,t
274778,3985,t
310322,3985,t
33388,3985,t
344837,3985,t
361629,3985,t
37666,3985,t
443563,3985,t
526243,3985,t
704141,3985,t
757647,3985,t
1369914,3939,f
1484586,3939,f
1532136,3939,f
199694,3939,f
466834,3939,f
564318,3939,t
989342,3939,f
1198493,3938,t
1421997,3938,t
16012,3938,f
160310,3938,t
245735,3938,t
382919,3938,t
402737,3938,t
573867,3938,t
1015346,3936,t
1052064,3936,t
13260,3936,t
325982,3936,t
453164,3936,t
453342,3936,t
529550,3936,t
718781,3936,t
105106,3919,f
1256349,3919,f
1349007,3919,t
142699,3919,t
1440077,3919,f
1440374,3919,t
1533183,3919,f
155349,3919,t
164272,3919,t
180645,3919,f
250075,3919,f
255113,3919,f
292847,3919,f
30708,3919,t
374933,3919,f
448235,3919,t
476090,3919,f
628964,3919,t
69128,3919,t
809179,3919,f
1088374,3918,f
1096552,3918,t
115745,3918,t
1302616,3918,t
1412015,3918,f
1423752,3918,f
1427277,3918,t
1464311,3918,f
1477251,3918,t
16064,3918,t
1713221,3918,f
173493,3918,t
201061,3918,t
316503,3918,t
330702,3918,t
331248,3918,t
38488,3918,t
432813,3918,f
436227,3918,t
437367,3918,t
640783,3918,t
68402,3918,t
866613,3918,t
101192,3878,t
1019258,3878,t
103221,3878,t
105666,3878,t
111967,3878,t
1221308,3878,t
156731,3878,f
1789764,3878,t
250593,3878,t
336924,3878,t
449904,3878,t
615626,3878,t
770502,3878,t
812105,3878,t
866748,3878,t
10747,3877,t
117649,3877,t
1250812,3877,t
141675,3877,f
1475655,3877,t
1484779,3877,f
1531432,3877,f
1636285,3877,t
1816730,3877,f
19764,3877,t
205103,3877,f
221719,3877,t
227723,3877,f
254570,3877,t
263601,3877,f
271244,3877,f
272325,3877,t
326260,3877,t
339576,3877,t
367699,3877,t
470032,3877,t
481219,3877,f
688410,3877,t
796953,3877,t
131024,3798,f
134432,3798,f
134487,3798,f
185760,3798,f
233194,3798,f
396858,3798,f
829445,3798,f
10355,3796,t
127642,3796,t
134623,3796,t
1368120,3796,t
151900,3796,f
194575,3796,f
235996,3796,t
268918,3796,f
299551,3796,t
316316,3796,f
323212,3796,t
34062,3796,t
402649,3796,t
426015,3796,t
433433,3796,t
588413,3796,t
666070,3796,t
693311,3796,f
740965,3796,t
840460,3796,t
843618,3796,t
955770,3796,t
988941,3796,t
993468,3796,f
1172065,3794,t
1316712,3794,t
14449,3794,t
1453417,3794,f
151235,3794,t
161488,3794,f
178983,3794,t
235386,3794,f
235403,3794,t
263549,3794,t
279465,3794,t
400066,3794,t
845284,3794,t
897145,3793,f
103227,3791,t
1045511,3791,f
1064669,3791,f
1071650,3791,f
1133628,3791,t
1180059,3791,f
1272917,3791,f
1366388,3791,t
1523811,3791,t
176148,3791,t
181637,3791,t
19086,3791,t
199013,3791,t
206979,3791,f
232324,3791,t
2387,3791,f
246199,3791,t
251392,3791,t
272828,3791,f
289922,3791,f
368556,3791,f
406912,3791,t
416148,3791,t
430794,3791,t
47649,3791,t
572605,3791,t
748302,3791,t
93346,3791,f
948485,3791,f
103849,3790,f
124126,3790,f
1336061,3790,f
133890,3790,f
1446785,3790,f
1461645,3790,f
162045,3790,f
20040,3790,f
202382,3790,f
22492,3790,f
230870,3790,f
23891,3790,f
253705,3790,f
276574,3790,f
301984,3790,f
309436,3790,t
322058,3790,f
330683,3790,t
370986,3790,t
390563,3790,f
428716,3790,f
481067,3790,f
503298,3790,t
52737,3790,f
61389,3790,t
630647,3790,f
656332,3790,f
722213,3790,t
963360,3790,f
111792,3268,f
1193726,3268,f
1324998,3268,f
1328783,3268,f
143524,3268,f
1495354,3268,f
1504892,3268,f
1672771,3268,f
1690018,3268,t
182191,3268,f
194444,3268,f
20330,3268,f
252574,3268,t
317710,3268,t
327845,3268,f
368241,3268,f
381791,3268,f
401777,3268,t
418406,3268,t
526129,3268,f
769875,3268,t
788914,3268,t
830661,3268,f
85869,3268,t
1016731,3218,f
1145331,3218,f
1193726,3218,t
1274573,3218,t
136962,3218,t
169354,3218,t
170351,3218,t
18233,3218,t
212772,3218,t
214455,3218,t
23262,3218,t
285429,3218,f
285568,3218,t
324513,3218,f
43968,3218,t
444645,3218,f
696963,3218,t
1065630,3197,f
1180059,3197,t
126038,3197,t
1699019,3197,f
35483,3197,f
364770,3197,t
403796,3197,f
447268,3197,f
555119,3197,t
609034,3197,t
668695,3197,f
691855,3197,f
1290347,3026,t
1498711,3026,f
16987,3026,f
287767,3026,f
413678,3026,f
12526,3008,t
352590,3008,t
5356,3008,t
1181184,2991,t
1186593,2991,f
1333082,2991,t
13600,2991,f
142346,2991,t
143996,2991,t
149377,2991,f
1703715,2991,f
193412,2991,t
2241,2991,f
234740,2991,f
281690,2991,f
343564,2991,t
344683,2991,f
347419,2991,t
34976,2991,f
36549,2991,f
366833,2991,f
419389,2991,t
463657,2991,f
608591,2991,f
661815,2991,f
80215,2991,f
820237,2991,f
9651,2991,f
1132213,2980,t
1293898,2980,t
1306127,2980,f
1343401,2980,t
1611320,2980,t
1694401,2980,t
1708048,2980,f
204033,2980,t
313693,2980,t
31608,2980,t
359779,2980,f
392914,2980,t
39915,2980,t
400446,2980,f
430825,2980,t
469404,2980,f
536909,2980,t
704249,2980,t
884315,2980,f
93346,2980,f
936786,2980,t
108362,2972,f
119741,2972,f
1290457,2972,f
141228,2972,f
1532600,2972,f
164033,2972,f
22700,2972,f
266681,2972,f
277222,2972,f
299861,2972,f
320976,2972,f
339631,2972,t
37751,2972,f
436953,2972,f
56171,2972,f
643120,2972,f
669736,2972,f
741466,2972,f
830722,2972,f
84291,2972,f
581311,2969,f
78158,2967,f
1215553,2966,t
1378648,2966,t
15466,2966,t
1570381,2966,t
187143,2966,t
1982,2966,t
215526,2966,t
223894,2966,t
25575,2966,t
361531,2966,t
367641,2966,t
375992,2966,t
3764,2966,t
394333,2966,t
420022,2966,t
437614,2966,t
442425,2966,t
462936,2966,t
519912,2966,t
56817,2966,t
583808,2966,t
62632,2966,t
737917,2966,f
818493,2966,f
847334,2966,t
885668,2966,t
997957,2966,t
1012446,2957,t
163807,2957,t
237375,2957,t
249555,2957,t
31439,2957,t
386865,2957,t
406232,2957,t
589640,2957,t
7950,2957,t
808319,2957,t
893131,2957,t
1174159,2956,t
1421409,2956,f
160824,2956,t
1714602,2956,f
177917,2956,t
240570,2956,t
255665,2956,f
265982,2956,t
294598,2956,f
344632,2956,f
452415,2956,f
517015,2956,f
529388,2956,f
5422,2956,f
574067,2956,f
705383,2956,f
759687,2956,t
889708,2956,t
963360,2956,f
989816,2956,f
1121060,2954,f
1193355,2954,f
1239800,2954,f
1291812,2954,f
129624,2954,f
135028,2954,f
143313,2954,f
1491345,2954,f
183206,2954,f
184695,2954,f
2080,2954,f
210611,2954,f
2122,2954,f
220454,2954,f
291859,2954,f
293861,2954,f
355166,2954,f
358217,2954,f
374149,2954,f
409673,2954,f
41009,2954,f
424747,2954,f
443563,2954,f
496006,2954,f
497189,2954,f
511700,2954,f
559725,2954,f
876788,2954,f
92671,2954,f
940068,2954,f
107983,2952,t
1110468,2952,f
1522767,2952,t
157498,2952,t
303887,2952,t
336650,2952,f
41171,2952,t
425850,2952,t
42705,2952,t
429581,2952,t
431940,2952,f
518194,2952,t
656770,2952,f
68489,2952,t
752581,2952,f
7827,2952,t
86794,2952,t
887002,2952,t
909308,2952,t
1025047,2951,f
1070750,2951,f
1566194,2951,f
1808515,2951,f
185364,2951,t
221371,2951,f
232032,2951,f
25758,2951,f
273828,2951,f
320709,2951,f
374874,2951,f
38394,2951,t
451098,2951,f
475335,2951,t
56567,2951,t
61404,2951,f
701226,2951,f
713526,2951,f
739974,2951,t
887992,2951,t
90198,2951,f
104165,2950,t
105627,2950,f
1147954,2950,f
118956,2950,f
1287702,2950,f
135686,2950,f
1429658,2950,f
1459083,2950,f
1565395,2950,f
178366,2950,t
218731,2950,f
228123,2950,f
276436,2950,f
316918,2950,f
335722,2950,f
341881,2950,f
369997,2950,f
397524,2950,f
403879,2950,f
749585,2950,f
880889,2950,f
909308,2950,f
815561,2884,t
10425,2872,f
1436319,2872,f
305355,2872,t
358991,2872,t
376105,2872,t
941629,2872,t
978208,2872,t
11729,2867,f
1195239,2867,t
1218811,2867,f
1239547,2867,t
1372634,2867,t
138211,2867,t
138568,2867,t
1427277,2867,t
18532,2867,t
187734,2867,f
208012,2867,t
27523,2867,f
275336,2867,t
277120,2867,f
290326,2867,t
339596,2867,t
341339,2867,f
351043,2867,t
392776,2867,f
413405,2867,t
5340,2867,t
579797,2867,t
582585,2867,f
687012,2867,f
802937,2867,f
811428,2867,t
887002,2867,f
90265,2867,f
983315,2867,f
1006,2855,t
1037623,2855,t
117473,2855,f
125763,2855,f
145596,2855,f
1466757,2855,t
15922,2855,t
165701,2855,t
1690018,2855,t
1698209,2855,f
211598,2855,t
234185,2855,t
234613,2855,t
276359,2855,t
310028,2855,f
316323,2855,t
347419,2855,t
36831,2855,t
376604,2855,t
447323,2855,f
448666,2855,f
450276,2855,t
507824,2855,t
546874,2855,t
556753,2855,f
686966,2855,f
704902,2855,t
902735,2855,t
13521,2847,t
1661061,2847,f
124228,2842,t
441733,2842,f
637434,2842,t
96603,2842,f
1034351,2841,t
152697,2841,f
214455,2841,t
320976,2841,f
329213,2841,f
330585,2841,f
419925,2841,t
602843,2841,f
66777,2841,t
10747,95637,f
175893,95637,f
268014,95637,f
4375,95637,f
551103,95637,f
840460,95637,f
846483,95637,f
939370,95637,f
978527,95637,f
1092481,95636,f
1148592,95636,t
120385,95636,f
129264,95636,f
145366,95636,t
1623879,95636,f
189728,95636,f
19086,95636,f
199202,95636,f
230525,95636,f
243646,95636,f
280736,95636,f
346332,95636,f
347842,95636,f
354446,95636,f
396172,95636,t
401685,95636,f
56190,95636,f
582359,95636,f
584638,95636,f
886742,95636,t
946944,95636,f
1070064,95484,t
112829,95484,f
1166058,95484,f
1208883,95484,t
124228,95484,t
144413,95484,t
1469330,95484,t
1557466,95484,t
1722805,95484,t
1741406,95484,t
19712,95484,t
28041,95484,t
291859,95484,t
295121,95484,t
29649,95484,f
342003,95484,t
362035,95484,t
442963,95484,f
539154,95484,t
614555,95484,t
69385,95484,f
792211,95484,t
10465,95480,t
11053,95480,f
1180059,95480,t
12394,95480,t
170921,95480,f
187929,95480,f
194218,95480,f
196250,95480,f
207441,95480,f
214858,95480,f
253548,95480,f
299163,95480,f
306801,95480,t
354814,95480,f
381791,95480,t
461245,95480,f
463467,95480,f
469123,95480,f
616424,95480,f
722213,95480,t
7610,95480,f
91538,95480,f
1071965,95178,t
109643,95178,f
1109070,95178,f
112829,95178,f
124060,95178,f
1357930,95178,t
137116,95178,t
139373,95178,t
1399316,95178,t
1561365,95178,t
162045,95178,f
188961,95178,t
234185,95178,t
244537,95178,t
250075,95178,f
263601,95178,f
280073,95178,t
28041,95178,t
389424,95178,t
416148,95178,t
421603,95178,t
494670,95178,t
55855,95178,t
640437,95178,t
66673,95178,t
785451,95178,t
809711,95178,t
8298,95178,f
88674,95178,t
1082912,95177,t
1115976,95177,t
1615483,95177,f
1692499,95177,t
19359,95177,t
20046,95177,f
232023,95177,t
262959,95177,f
49530,95177,t
529749,95177,t
679001,95177,f
691855,95177,f
841771,95177,t
96930,95177,f
114448,95176,t
136694,95176,t
1469330,95176,t
1611167,95176,f
16718,95176,t
172758,95176,t
17564,95176,t
176148,95176,f
196679,95176,t
198313,95176,f
209413,95176,t
217556,95176,t
217776,95176,t
287828,95176,t
304959,95176,f
3764,95176,t
416247,95176,t
478640,95176,t
529749,95176,f
558366,95176,t
73179,95176,t
789923,95176,t
920991,95176,t
1201691,94875,t
1252273,94875,f
14660,94875,f
151225,94875,t
1584120,94875,f
174990,94875,t
210842,94875,f
235582,94875,f
281710,94875,t
287381,94875,f
304773,94875,f
312582,94875,f
315985,94875,f
316282,94875,t
348900,94875,t
350646,94875,f
3979,94875,t
429659,94875,t
5301,94875,f
567888,94875,f
581311,94875,t
622098,94875,f
632183,94875,t
709621,94875,t
745732,94875,t
756850,94875,f
772722,94875,f
832509,94875,f
83331,94875,t
911059,94875,f
1183060,94184,t
192412,94184,t
304773,94184,t
39996,94184,t
436017,94184,t
696680,94184,f
798131,94184,t
800406,94184,t
1057029,94174,t
1133661,94174,f
119143,94174,f
119934,94174,f
128033,94174,t
1365461,94174,t
137801,94174,f
1485364,94174,t
148595,94174,f
1631668,94174,f
1660750,94174,f
174030,94174,f
188487,94174,f
205881,94174,f
212978,94174,t
225184,94174,f
242809,94174,t
244600,94174,f
267448,94174,f
293085,94174,f
301706,94174,f
3330,94174,f
358540,94174,f
37165,94174,t
415394,94174,f
42098,94174,f
490108,94174,f
603675,94174,f
60981,94174,f
804149,94174,f
814293,94174,f
94668,94174,f
994888,94174,t
1053327,93378,f
1064669,93378,f
1132213,93378,t
12757,93378,f
1324998,93378,f
136210,93378,f
1413293,93378,t
141792,93378,f
146649,93378,f
1831444,93378,t
183206,93378,f
240726,93378,t
266267,93378,t
288966,93378,t
311630,93378,f
366815,93378,t
404834,93378,f
408941,93378,f
42727,93378,t
430555,93378,f
488945,93378,t
521631,93378,f
538964,93378,t
971042,93378,f
1238133,93076,t
1268807,93076,t
1344546,93076,t
135258,93076,t
1396006,93076,t
1431147,93076,t
1432406,93076,t
1594135,93076,t
1598462,93076,t
1768601,93076,t
224428,93076,t
228339,93076,t
252442,93076,f
276237,93076,t
292847,93076,t
316248,93076,t
351006,93076,t
434244,93076,f
4474,93076,t
452286,93076,t
4648,93076,t
46903,93076,t
563536,93076,t
68974,93076,t
801030,93076,f
120961,92653,f
15047,92653,t
1775392,92653,f
179125,92653,f
187781,92653,f
197600,92653,f
215722,92653,f
237263,92653,t
242663,92653,t
252877,92653,f
288661,92653,f
303999,92653,f
395870,92653,f
582608,92653,f
71143,92653,t
71366,92653,t
790837,92653,t
894992,92653,f
1057589,88913,f
1065630,88913,f
1168677,88913,f
1198899,88913,f
122975,88913,f
1360561,88913,f
1491619,88913,f
155147,88913,f
159323,88913,f
16384,88913,f
1652866,88913,f
173491,88913,f
206592,88913,f
211018,88913,f
254382,88913,f
268878,88913,f
317201,88913,f
395769,88913,f
503941,88913,f
60844,88913,f
679509,88913,f
759757,88913,f
842812,88913,f
201378,88197,f
569385,88197,f
108901,33175,t
1147954,33175,f
119109,33175,t
1316712,33175,t
145650,33175,t
150331,33175,f
150571,33175,t
1520535,33175,t
195370,33175,f
201061,33175,t
211598,33175,f
217110,33175,f
217591,33175,t
286218,33175,f
321682,33175,t
339916,33175,f
399341,33175,f
422821,33175,f
433486,33175,t
450776,33175,f
455167,33175,f
577656,33175,f
615626,33175,t
795014,33175,t
866648,33175,f
972145,33175,f
1134548,119208,t
257538,119208,t
264920,119208,t
303999,119208,t
477369,119208,f
5428,119208,t
1112394,85921,t
111711,85921,t
114479,85921,t
123399,85921,t
1285681,85921,t
15004,85921,t
1508719,85921,t
1584429,85921,f
166666,85921,t
166889,85921,t
195784,85921,f
199171,85921,f
2140,85921,t
282923,85921,t
294598,85921,t
297779,85921,f
397006,85921,t
407444,85921,t
408447,85921,t
451262,85921,t
604813,85921,t
916563,85921,t
153641,78253,f
192384,78253,f
197858,78253,f
199889,78253,t
209801,78253,f
284068,78253,f
291526,78253,f
314706,78253,f
337019,78253,f
345077,78253,f
397767,78253,f
421761,78253,f
43707,78253,f
479617,78253,f
48853,78253,f
508876,78253,f
631914,78253,f
730059,78253,f
839041,78253,f
91314,78253,t
92270,78253,f
100624,78249,f
1127631,78249,f
1178613,78249,f
134560,78249,f
1350063,78249,f
173432,78249,f
208528,78249,f
234898,78249,f
311947,78249,f
317563,78249,f
341881,78249,f
42098,78249,f
69319,78249,f
755809,78249,f
778228,78249,f
88000,78249,f
9651,78249,f
982035,78249,f
1007400,89361,f
1043395,89361,f
1098343,89361,f
1206262,89361,f
135049,89361,f
1464488,89361,t
177448,89361,f
178235,89361,f
282923,89361,t
288272,89361,f
323020,89361,f
339699,89361,f
34136,89361,f
346607,89361,f
364104,89361,f
422855,89361,t
46865,89361,t
54600,89361,f
56961,89361,f
69905,89361,f
86034,89361,t
993427,89361,f
1060942,89041,f
125236,89041,t
1304749,89041,f
1306113,89041,f
154810,89041,f
177870,89041,f
18384,89041,t
208661,89041,t
363277,89041,f
373540,89041,t
402549,89041,t
492640,89041,f
55942,89041,t
616324,89041,f
6349,89041,f
668978,89041,f
68489,89041,f
854288,89041,f
856470,89041,t
905206,89041,f
935850,89041,t
939906,89041,f
978527,89041,f
1727481,86292,t
294813,86292,t
83391,86292,t
1037680,85407,f
1244648,85407,f
1281764,85407,t
142699,85407,f
179125,85407,f
1795834,85407,t
263311,85407,f
327699,85407,f
342204,85407,t
402264,85407,f
410563,85407,f
439558,85407,f
59755,85407,f
6891,85407,t
741035,85407,f
112758,85292,f
1210309,85292,f
134682,85292,f
1365809,85292,t
201147,85292,f
226011,85292,f
257244,85292,f
328334,85292,f
42332,85292,f
470826,85292,f
612367,85292,f
76377,85292,t
88674,85292,f
978242,85292,f
1058150,85186,f
1160514,85186,t
165801,85186,f
276396,85186,t
28423,85186,t
3764,85186,t
445610,85186,t
54391,85186,t
847868,85186,f
975757,85186,t
108007,84426,t
139008,84426,f
14512,84426,t
1730517,84426,t
182956,84426,t
338630,84426,t
353812,84426,t
360836,84426,t
389313,84426,t
60792,84426,t
104735,83210,t
1155949,83210,t
1178310,83210,t
1251681,83210,t
126852,83210,f
146941,83210,t
150571,83210,t
1582284,83210,t
167022,83210,t
172945,83210,t
174476,83210,t
207049,83210,t
209147,83210,t
2770,83210,t
283611,83210,t
320188,83210,t
323020,83210,t
327189,83210,t
335722,83210,t
338396,83210,t
348173,83210,t
42500,83210,t
432123,83210,t
439361,83210,t
661246,83210,t
6891,83210,t
69319,83210,t
1122397,83043,t
114232,83043,t
1279350,83043,t
128032,83043,t
1484292,83043,f
1493404,83043,t
1809633,83043,f
18301,83043,f
194685,83043,t
198581,83043,f
205236,83043,t
226498,83043,f
249812,83043,t
291594,83043,t
295669,83043,t
378599,83043,t
407444,83043,f
447288,83043,f
453914,83043,t
52630,83043,f
537089,83043,f
593808,83043,t
777109,83043,t
853547,83043,t
923607,83043,t
926466,83043,t
951142,83043,t
954116,83043,f
993958,83043,f
134723,82701,t
375963,82701,f
66622,82701,f
